file_paths,labels
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)0.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)10.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)100.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1000.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1001.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1002.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1003.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1004.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1005.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1006.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1007.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1008.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1009.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)101.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1010.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1011.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1012.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1013.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1014.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1015.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1016.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1017.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1018.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1019.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)102.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1020.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1021.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1022.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1023.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1024.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1025.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1026.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1027.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1028.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1029.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)103.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1030.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1031.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1032.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1033.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1034.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1035.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1036.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1037.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1038.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1039.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)104.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1040.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1041.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1042.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1043.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1044.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1045.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1046.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1047.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1048.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1049.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)105.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1050.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1051.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1052.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1053.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1054.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1055.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1056.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1057.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1058.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1059.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)106.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1060.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1061.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1062.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1063.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1064.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1065.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1066.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1067.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1068.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1069.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)107.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1070.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1071.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1072.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1073.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1074.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1075.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1076.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1077.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1078.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1079.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)108.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1080.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1081.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1082.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1083.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1084.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1085.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1086.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1087.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1088.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1089.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)109.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1090.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1091.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1092.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1093.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1094.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1095.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1096.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1097.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1098.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1099.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)11.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)110.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1100.jpg,1
E:/Documents/GitHub/Express-U/data/preprocessed/canny/1/sign(1)1101.jpg,1
